CLASS	METHOD	PARAMETER	INDEX
org.mockito.internal.creation.bytebuddy.MockMethodAdvice$ForEquals	enter(java.lang.Object,java.lang.Object,boolean,boolean)	other	1
org.mockito.internal.creation.bytebuddy.MockMethodAdvice$ForStatic	exit(java.lang.Object,java.util.concurrent.Callable)	mocked	1
org.mockito.internal.creation.bytebuddy.MockMethodAdvice$ForStatic	exit(java.lang.Object,java.util.concurrent.Callable)	returned	0
org.mockito.internal.creation.bytebuddy.MockMethodAdvice$ForReadObject	doReadObject(java.lang.String,org.mockito.internal.creation.bytebuddy.MockAccess,java.io.ObjectInputStream)	objectInputStream	2
org.mockito.internal.invocation.mockref.MockWeakReference	MockWeakReference(T)	t	0
org.mockito.internal.invocation.SerializableMethod	SerializableMethod(java.lang.reflect.Method)	method	0
org.mockito.internal.invocation.SerializableMethod	equals(java.lang.Object)	obj	0
org.mockito.internal.creation.bytebuddy.SubclassByteBuddyMockMaker	SubclassByteBuddyMockMaker(org.mockito.internal.creation.bytebuddy.SubclassLoader)	loader	0
org.mockito.internal.creation.bytebuddy.SubclassByteBuddyMockMaker	ensureMockIsAssignableToMockedType(org.mockito.mock.MockCreationSettings,T)	settings	0
org.mockito.internal.creation.bytebuddy.SubclassByteBuddyMockMaker	ensureMockIsAssignableToMockedType(org.mockito.mock.MockCreationSettings,T)	mock	1
org.mockito.internal.creation.bytebuddy.SubclassByteBuddyMockMaker	prettifyFailure(org.mockito.mock.MockCreationSettings,java.lang.Exception)	mockFeatures	0
org.mockito.internal.creation.bytebuddy.SubclassByteBuddyMockMaker	prettifyFailure(org.mockito.mock.MockCreationSettings,java.lang.Exception)	generationFailed	1
org.mockito.internal.creation.bytebuddy.SubclassByteBuddyMockMaker	describeClass(java.lang.Class)	type	0
org.mockito.internal.creation.bytebuddy.SubclassByteBuddyMockMaker	describeClass(java.lang.Object)	instance	0
org.mockito.internal.creation.bytebuddy.SubclassByteBuddyMockMaker	getHandler(java.lang.Object)	mock	0
org.mockito.internal.creation.bytebuddy.SubclassByteBuddyMockMaker	resetMock(java.lang.Object,org.mockito.invocation.MockHandler,org.mockito.mock.MockCreationSettings)	mock	0
org.mockito.internal.creation.bytebuddy.SubclassByteBuddyMockMaker	isTypeMockable(java.lang.Class)	type	0
org.mockito.internal.creation.instance.ConstructorInstantiator	ConstructorInstantiator(boolean,java.lang.Object[])	constructorArgs	1
org.mockito.internal.creation.instance.ConstructorInstantiator	ConstructorInstantiator(boolean,java.lang.Object[])	hasOuterClassInstance	0
org.mockito.internal.creation.instance.ConstructorInstantiator	withParams(java.lang.Class,java.lang.Object[])	cls	0
org.mockito.internal.creation.instance.ConstructorInstantiator	paramsException(java.lang.Class,java.lang.Exception)	e	1
org.mockito.internal.creation.instance.ConstructorInstantiator	paramsMatch(java.lang.Class[],java.lang.Object[])	params	1
org.mockito.internal.creation.instance.ConstructorInstantiator	paramsMatch(java.lang.Class[],java.lang.Object[])	types	0
org.mockito.internal.creation.instance.ConstructorInstantiator	evaluateConstructor(java.util.List,java.lang.reflect.Constructor)	matchingConstructors	0
org.mockito.internal.creation.instance.ConstructorInstantiator	evaluateConstructor(java.util.List,java.lang.reflect.Constructor)	constructor	1
org.mockito.internal.creation.instance.ObjenesisInstantiator	newInstance(java.lang.Class)	cls	0
org.mockito.internal.creation.instance.InstantiatorProvider2Adapter	InstantiatorProvider2Adapter(org.mockito.plugins.InstantiatorProvider2)	provider	0
org.mockito.internal.creation.instance.DefaultInstantiatorProvider	getInstantiator(org.mockito.mock.MockCreationSettings)	settings	0
org.mockito.internal.creation.instance.InstantiatorProviderAdapter	InstantiatorProviderAdapter(org.mockito.plugins.InstantiatorProvider)	provider	0
org.mockito.internal.InOrderImpl	InOrderImpl(java.util.List)	mocksToBeVerifiedInOrder	0
org.mockito.internal.InOrderImpl	verify(T,org.mockito.verification.VerificationMode)	mode	1
org.mockito.internal.InOrderImpl	verify(T,org.mockito.verification.VerificationMode)	mock	0
org.mockito.internal.junit.UniversalTestListener	UniversalTestListener(org.mockito.quality.Strictness,org.mockito.plugins.MockitoLogger)	logger	1
org.mockito.internal.junit.UniversalTestListener	UniversalTestListener(org.mockito.quality.Strictness,org.mockito.plugins.MockitoLogger)	initialStrictness	0
org.mockito.internal.junit.UniversalTestListener	reportUnusedStubs(org.mockito.internal.junit.TestFinishedEvent,java.util.Collection)	event	0
org.mockito.internal.junit.UniversalTestListener	emitWarnings(org.mockito.plugins.MockitoLogger,org.mockito.internal.junit.TestFinishedEvent,java.util.Collection)	event	1
org.mockito.internal.junit.UniversalTestListener	onMockCreated(java.lang.Object,org.mockito.mock.MockCreationSettings)	settings	1
org.mockito.internal.junit.UniversalTestListener	onMockCreated(java.lang.Object,org.mockito.mock.MockCreationSettings)	mock	0
org.mockito.internal.junit.UniversalTestListener	setStrictness(org.mockito.quality.Strictness)	strictness	0
org.mockito.internal.junit.DefaultStubbingLookupListener	DefaultStubbingLookupListener(org.mockito.quality.Strictness)	strictness	0
org.mockito.internal.junit.DefaultStubbingLookupListener	onStubbingLookup(org.mockito.listeners.StubbingLookupEvent)	event	0
org.mockito.internal.junit.DefaultStubbingLookupListener	potentialArgMismatches(org.mockito.invocation.Invocation,java.util.Collection)	stubbings	1
org.mockito.internal.junit.DefaultStubbingLookupListener	potentialArgMismatches(org.mockito.invocation.Invocation,java.util.Collection)	invocation	0
org.mockito.internal.junit.DefaultStubbingLookupListener	setCurrentStrictness(org.mockito.quality.Strictness)	currentStrictness	0
org.mockito.internal.junit.StubbingHint	StubbingHint(java.lang.String)	testName	0
org.mockito.internal.junit.StubbingHint	appendLine(java.lang.Object[])	elements	0
org.mockito.internal.junit.StrictStubsRunnerTestListener	onMockCreated(java.lang.Object,org.mockito.mock.MockCreationSettings)	settings	1
org.mockito.internal.junit.UnusedStubbings	UnusedStubbings(java.util.Collection)	unused	0
org.mockito.internal.junit.UnusedStubbings	format(java.lang.String,org.mockito.plugins.MockitoLogger)	logger	1
org.mockito.internal.junit.UnusedStubbings	format(java.lang.String,org.mockito.plugins.MockitoLogger)	testName	0
org.mockito.internal.junit.VerificationCollectorImpl	apply(org.junit.runners.model.Statement,org.junit.runner.Description)	base	0
org.mockito.internal.junit.VerificationCollectorImpl$2	maybeVerifyLazily(org.mockito.verification.VerificationMode)	mode	0
org.mockito.internal.junit.VerificationCollectorImpl	append(java.lang.String)	message	0
org.mockito.internal.junit.VerificationCollectorImpl$VerificationWrapper	VerificationWrapper(org.mockito.verification.VerificationMode)	delegate	0
org.mockito.internal.junit.util.JUnitFailureHacker	appendWarnings(org.junit.runner.notification.Failure,java.lang.String)	warnings	1
org.mockito.internal.junit.util.JUnitFailureHacker	isEmpty(java.lang.String)	warnings	0
org.mockito.internal.junit.util.JUnitFailureHacker	getInternalState(java.lang.Object,java.lang.String)	target	0
org.mockito.internal.junit.util.JUnitFailureHacker	setInternalState(java.lang.Object,java.lang.String,java.lang.Object)	target	0
org.mockito.internal.junit.util.JUnitFailureHacker	getFieldFromHierarchy(java.lang.Class,java.lang.String)	field	1
org.mockito.internal.junit.util.JUnitFailureHacker	getFieldFromHierarchy(java.lang.Class,java.lang.String)	clazz	0
org.mockito.internal.junit.util.JUnitFailureHacker	getField(java.lang.Class,java.lang.String)	clazz	0
org.mockito.internal.junit.util.JUnitFailureHacker	getField(java.lang.Class,java.lang.String)	field	1
org.mockito.internal.junit.JUnitTestRule	JUnitTestRule(org.mockito.plugins.MockitoLogger,org.mockito.quality.Strictness,java.lang.Object)	testInstance	2
org.mockito.internal.junit.JUnitTestRule	JUnitTestRule(org.mockito.plugins.MockitoLogger,org.mockito.quality.Strictness,java.lang.Object)	logger	0
org.mockito.internal.junit.JUnitTestRule	JUnitTestRule(org.mockito.plugins.MockitoLogger,org.mockito.quality.Strictness,java.lang.Object)	strictness	1
org.mockito.internal.junit.JUnitSessionStore	JUnitSessionStore(org.mockito.plugins.MockitoLogger,org.mockito.quality.Strictness)	logger	0
org.mockito.internal.junit.JUnitSessionStore	JUnitSessionStore(org.mockito.plugins.MockitoLogger,org.mockito.quality.Strictness)	strictness	1
org.mockito.internal.junit.JUnitSessionStore$1	evaluateSafely(org.junit.runners.model.Statement)	base	0
org.mockito.internal.junit.JUnitSessionStore	setStrictness(org.mockito.quality.Strictness)	strictness	0
org.mockito.internal.junit.JUnitRule	JUnitRule(org.mockito.plugins.MockitoLogger,org.mockito.quality.Strictness)	logger	0
org.mockito.internal.junit.JUnitRule	JUnitRule(org.mockito.plugins.MockitoLogger,org.mockito.quality.Strictness)	strictness	1
org.mockito.internal.junit.UnnecessaryStubbingsReporter	validateUnusedStubs(java.lang.Class,org.junit.runner.notification.RunNotifier)	notifier	1
org.mockito.internal.junit.UnnecessaryStubbingsReporter	validateUnusedStubs(java.lang.Class,org.junit.runner.notification.RunNotifier)	testClass	0
org.mockito.internal.junit.UnnecessaryStubbingsReporter	onMockCreated(java.lang.Object,org.mockito.mock.MockCreationSettings)	mock	0
org.mockito.internal.junit.StubbingArgMismatches	add(org.mockito.invocation.Invocation,org.mockito.invocation.Invocation)	invocation	0
org.mockito.internal.junit.StubbingArgMismatches	add(org.mockito.invocation.Invocation,org.mockito.invocation.Invocation)	stubbing	1
org.mockito.internal.junit.StubbingArgMismatches	format(java.lang.String,org.mockito.plugins.MockitoLogger)	testName	0
org.mockito.internal.junit.StubbingArgMismatches	format(java.lang.String,org.mockito.plugins.MockitoLogger)	logger	1
org.mockito.internal.junit.DefaultTestFinishedEvent	DefaultTestFinishedEvent(java.lang.Object,java.lang.String,java.lang.Throwable)	testClassInstance	0
org.mockito.internal.junit.DefaultTestFinishedEvent	DefaultTestFinishedEvent(java.lang.Object,java.lang.String,java.lang.Throwable)	testFailure	2
org.mockito.internal.junit.DefaultTestFinishedEvent	DefaultTestFinishedEvent(java.lang.Object,java.lang.String,java.lang.Throwable)	testMethodName	1
org.mockito.internal.junit.MismatchReportingTestListener	MismatchReportingTestListener(org.mockito.plugins.MockitoLogger)	logger	0
org.mockito.internal.junit.MismatchReportingTestListener	testFinished(org.mockito.internal.junit.TestFinishedEvent)	event	0
org.mockito.internal.junit.MismatchReportingTestListener	onMockCreated(java.lang.Object,org.mockito.mock.MockCreationSettings)	mock	0
org.mockito.internal.invocation.mockref.MockStrongReference	MockStrongReference(T,boolean)	ref	0
org.mockito.internal.invocation.mockref.MockStrongReference	MockStrongReference(T,boolean)	deserializeAsWeakRef	1
org.mockito.internal.invocation.finder.VerifiableInvocationsFinder$RemoveIgnoredForVerification	isOut(org.mockito.invocation.Invocation)	invocation	0
org.mockito.internal.invocation.finder.AllInvocationsFinder	find(java.lang.Iterable)	mocks	0
org.mockito.internal.invocation.finder.AllInvocationsFinder	findStubbings(java.lang.Iterable)	mocks	0
org.mockito.internal.invocation.UnusedStubsFinder	find(java.util.List)	mocks	0
org.mockito.internal.invocation.MatchersBinder	bindMatchers(org.mockito.internal.progress.ArgumentMatcherStorage,org.mockito.invocation.Invocation)	invocation	1
org.mockito.internal.invocation.MatchersBinder	bindMatchers(org.mockito.internal.progress.ArgumentMatcherStorage,org.mockito.invocation.Invocation)	argumentMatcherStorage	0
org.mockito.internal.invocation.MatchersBinder	validateMatchers(org.mockito.invocation.Invocation,java.util.List)	invocation	0
org.mockito.internal.invocation.MatchersBinder	validateMatchers(org.mockito.invocation.Invocation,java.util.List)	lastMatchers	1
org.mockito.internal.invocation.StubInfoImpl	StubInfoImpl(org.mockito.invocation.DescribedInvocation)	stubbedAt	0
org.mockito.internal.matchers.InstanceOf	InstanceOf(java.lang.Class,java.lang.String)	clazz	0
org.mockito.internal.matchers.InstanceOf	InstanceOf(java.lang.Class,java.lang.String)	describedAs	1
org.mockito.internal.matchers.InstanceOf	matches(java.lang.Object)	actual	0
org.mockito.internal.matchers.Or	Or(org.mockito.ArgumentMatcher,org.mockito.ArgumentMatcher)	m2	1
org.mockito.internal.matchers.Or	Or(org.mockito.ArgumentMatcher,org.mockito.ArgumentMatcher)	m1	0
org.mockito.internal.matchers.CompareTo	CompareTo(T)	value	0
org.mockito.internal.matchers.CompareTo	matches(T)	actual	0
org.mockito.internal.matchers.NotNull	matches(java.lang.Object)	actual	0
org.mockito.internal.matchers.Contains	Contains(java.lang.String)	substring	0
org.mockito.internal.matchers.Contains	matches(java.lang.String)	actual	0
org.mockito.internal.matchers.Same	Same(java.lang.Object)	wanted	0
org.mockito.internal.matchers.Same	matches(java.lang.Object)	actual	0
org.mockito.internal.matchers.Equality	areEqual(java.lang.Object,java.lang.Object)	o1	0
org.mockito.internal.matchers.Equality	areEqual(java.lang.Object,java.lang.Object)	o2	1
org.mockito.internal.matchers.Equality	areArrayLengthsEqual(java.lang.Object,java.lang.Object)	o2	1
org.mockito.internal.matchers.Equality	areArrayLengthsEqual(java.lang.Object,java.lang.Object)	o1	0
org.mockito.internal.matchers.Equality	areArrayElementsEqual(java.lang.Object,java.lang.Object)	o1	0
org.mockito.internal.matchers.Equality	isArray(java.lang.Object)	o	0
org.mockito.internal.matchers.EndsWith	EndsWith(java.lang.String)	suffix	0
org.mockito.internal.matchers.EndsWith	matches(java.lang.String)	actual	0
org.mockito.internal.matchers.And	And(org.mockito.ArgumentMatcher,org.mockito.ArgumentMatcher)	m2	1
org.mockito.internal.matchers.And	And(org.mockito.ArgumentMatcher,org.mockito.ArgumentMatcher)	m1	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionEquals(java.lang.Object,java.lang.Object,boolean,java.lang.Class,java.lang.String[])	lhs	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionEquals(java.lang.Object,java.lang.Object,boolean,java.lang.Class,java.lang.String[])	reflectUpToClass	3
org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionEquals(java.lang.Object,java.lang.Object,boolean,java.lang.Class,java.lang.String[])	rhs	1
org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionAppend(java.lang.Object,java.lang.Object,java.lang.Class,org.mockito.internal.matchers.apachecommons.EqualsBuilder,boolean,java.lang.String[])	useTransients	4
org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionAppend(java.lang.Object,java.lang.Object,java.lang.Class,org.mockito.internal.matchers.apachecommons.EqualsBuilder,boolean,java.lang.String[])	clazz	2
org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionAppend(java.lang.Object,java.lang.Object,java.lang.Class,org.mockito.internal.matchers.apachecommons.EqualsBuilder,boolean,java.lang.String[])	builder	3
org.mockito.internal.matchers.apachecommons.EqualsBuilder	reflectionAppend(java.lang.Object,java.lang.Object,java.lang.Class,org.mockito.internal.matchers.apachecommons.EqualsBuilder,boolean,java.lang.String[])	excludeFields	5
org.mockito.internal.matchers.apachecommons.EqualsBuilder	appendSuper(boolean)	superEquals	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(java.lang.Object,java.lang.Object)	rhs	1
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(java.lang.Object,java.lang.Object)	lhs	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(long,long)	lhs	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(long,long)	rhs	1
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(int,int)	rhs	1
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(int,int)	lhs	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(short,short)	lhs	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(short,short)	rhs	1
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(char,char)	lhs	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(char,char)	rhs	1
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(byte,byte)	lhs	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(byte,byte)	rhs	1
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(boolean,boolean)	lhs	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(boolean,boolean)	rhs	1
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(java.lang.Object[],java.lang.Object[])	rhs	1
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(java.lang.Object[],java.lang.Object[])	lhs	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(long[],long[])	lhs	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(long[],long[])	rhs	1
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(int[],int[])	rhs	1
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(int[],int[])	lhs	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(short[],short[])	lhs	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(short[],short[])	rhs	1
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(char[],char[])	rhs	1
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(char[],char[])	lhs	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(byte[],byte[])	lhs	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(byte[],byte[])	rhs	1
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(double[],double[])	rhs	1
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(double[],double[])	lhs	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(float[],float[])	lhs	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(float[],float[])	rhs	1
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(boolean[],boolean[])	lhs	0
org.mockito.internal.matchers.apachecommons.EqualsBuilder	append(boolean[],boolean[])	rhs	1
org.mockito.internal.matchers.apachecommons.EqualsBuilder	setEquals(boolean)	isEquals	0
org.mockito.internal.matchers.apachecommons.ReflectionEquals	ReflectionEquals(java.lang.Object,java.lang.String[])	excludeFields	1
org.mockito.internal.matchers.apachecommons.ReflectionEquals	ReflectionEquals(java.lang.Object,java.lang.String[])	wanted	0
org.mockito.internal.matchers.Equals	Equals(java.lang.Object)	wanted	0
org.mockito.internal.matchers.Equals	equals(java.lang.Object)	o	0
org.mockito.internal.matchers.Equals	typeMatches(java.lang.Object)	target	0
org.mockito.internal.matchers.Find	Find(java.lang.String)	regex	0
org.mockito.internal.matchers.Find	matches(java.lang.String)	actual	0
org.mockito.internal.matchers.Matches	Matches(java.util.regex.Pattern)	pattern	0
org.mockito.internal.matchers.Matches	matches(java.lang.Object)	actual	0
org.mockito.internal.matchers.StartsWith	StartsWith(java.lang.String)	prefix	0
org.mockito.internal.matchers.StartsWith	matches(java.lang.String)	actual	0
org.mockito.internal.matchers.CompareEqual	matchResult(int)	result	0
org.mockito.internal.matchers.Not	Not(org.mockito.ArgumentMatcher)	matcher	0
org.mockito.internal.matchers.GreaterThan	matchResult(int)	result	0
org.mockito.internal.matchers.LessOrEqual	matchResult(int)	result	0
org.mockito.internal.matchers.text.FormattedText	FormattedText(java.lang.String)	text	0
org.mockito.internal.matchers.text.MatcherToString	toString(org.mockito.ArgumentMatcher)	matcher	0
org.mockito.internal.matchers.text.ValuePrinter	print(java.lang.Object)	value	0
org.mockito.internal.matchers.text.ValuePrinter	printMap(java.util.Map)	map	0
org.mockito.internal.matchers.text.ValuePrinter	printValues(java.lang.String,java.lang.String,java.lang.String,java.util.Iterator)	start	0
org.mockito.internal.matchers.text.ValuePrinter	printValues(java.lang.String,java.lang.String,java.lang.String,java.util.Iterator)	end	2
org.mockito.internal.matchers.text.ValuePrinter	printValues(java.lang.String,java.lang.String,java.lang.String,java.util.Iterator)	separator	1
org.mockito.internal.matchers.text.ValuePrinter	printValues(java.lang.String,java.lang.String,java.lang.String,java.util.Iterator)	values	3
org.mockito.internal.matchers.text.ValuePrinter	printChar(char)	value	0
org.mockito.internal.matchers.text.ValuePrinter	descriptionOf(java.lang.Object)	value	0
org.mockito.internal.matchers.text.MatchersPrinter	applyPrintSettings(java.util.List,org.mockito.internal.reporting.PrintSettings)	matchers	0
org.mockito.internal.matchers.text.MatchersPrinter	applyPrintSettings(java.util.List,org.mockito.internal.reporting.PrintSettings)	printSettings	1
org.mockito.internal.reporting.PrintSettings	setMultiline(boolean)	multiline	0
org.mockito.internal.reporting.PrintSettings	extraTypeInfoFor(int)	argumentIndex	0
org.mockito.internal.reporting.PrintSettings	setMatchersToBeDescribedWithExtraTypeInfo(java.lang.Integer[])	indexesOfMatchers	0
org.mockito.internal.reporting.PrintSettings	print(java.util.List,org.mockito.invocation.Invocation)	invocation	1
org.mockito.internal.reporting.PrintSettings	print(java.util.List,org.mockito.invocation.Invocation)	matchers	0
org.mockito.internal.matchers.ArrayEquals	matches(java.lang.Object)	actual	0
org.mockito.internal.matchers.ArrayEquals	appendArray(java.lang.Object[])	array	0
org.mockito.internal.matchers.ArrayEquals	createObjectArray(java.lang.Object)	array	0
org.mockito.internal.matchers.Null	matches(java.lang.Object)	actual	0
org.mockito.internal.matchers.EqualsWithDelta	EqualsWithDelta(java.lang.Number,java.lang.Number)	value	0
org.mockito.internal.matchers.EqualsWithDelta	EqualsWithDelta(java.lang.Number,java.lang.Number)	delta	1
org.mockito.internal.matchers.EqualsWithDelta	matches(java.lang.Number)	actual	0
org.mockito.internal.matchers.GreaterOrEqual	matchResult(int)	result	0
org.mockito.internal.matchers.LessThan	matchResult(int)	result	0
org.mockito.internal.verification.VerificationWrapperInOrderWrapper	VerificationWrapperInOrderWrapper(org.mockito.internal.verification.VerificationWrapper,org.mockito.internal.InOrderImpl)	verificationWrapper	0
org.mockito.internal.verification.VerificationWrapperInOrderWrapper	wrapInOrder(org.mockito.internal.verification.VerificationWrapper,org.mockito.verification.VerificationMode,org.mockito.internal.InOrderImpl)	verificationMode	1
org.mockito.internal.verification.VerificationWrapperInOrderWrapper	wrapInOrder(org.mockito.internal.verification.VerificationWrapper,org.mockito.verification.VerificationMode,org.mockito.internal.InOrderImpl)	inOrder	2
org.mockito.internal.verification.VerificationWrapperInOrderWrapper	wrapInOrder(org.mockito.internal.verification.VerificationWrapper,org.mockito.verification.VerificationMode,org.mockito.internal.InOrderImpl)	verificationWrapper	0
org.mockito.internal.verification.api.VerificationDataInOrderImpl	VerificationDataInOrderImpl(org.mockito.internal.verification.api.InOrderContext,java.util.List,org.mockito.invocation.MatchableInvocation)	allInvocations	1
org.mockito.internal.verification.api.VerificationDataInOrderImpl	VerificationDataInOrderImpl(org.mockito.internal.verification.api.InOrderContext,java.util.List,org.mockito.invocation.MatchableInvocation)	wanted	2
org.mockito.internal.verification.api.VerificationDataInOrderImpl	VerificationDataInOrderImpl(org.mockito.internal.verification.api.InOrderContext,java.util.List,org.mockito.invocation.MatchableInvocation)	inOrder	0
org.mockito.internal.verification.Description	Description(org.mockito.verification.VerificationMode,java.lang.String)	verification	0
org.mockito.internal.verification.Description	Description(org.mockito.verification.VerificationMode,java.lang.String)	description	1
org.mockito.internal.verification.MockAwareVerificationMode	MockAwareVerificationMode(java.lang.Object,org.mockito.verification.VerificationMode,java.util.Set)	mock	0
org.mockito.internal.verification.MockAwareVerificationMode	MockAwareVerificationMode(java.lang.Object,org.mockito.verification.VerificationMode,java.util.Set)	listeners	2
org.mockito.internal.verification.MockAwareVerificationMode	MockAwareVerificationMode(java.lang.Object,org.mockito.verification.VerificationMode,java.util.Set)	mode	1
org.mockito.internal.verification.AtMost	AtMost(int)	maxNumberOfInvocations	0
org.mockito.internal.verification.AtMost	verify(org.mockito.internal.verification.api.VerificationData)	data	0
org.mockito.internal.verification.AtMost	removeAlreadyVerified(java.util.List)	invocations	0
org.mockito.internal.verification.checkers.AtLeastXNumberOfInvocationsChecker	checkAtLeastNumberOfInvocations(java.util.List,org.mockito.invocation.MatchableInvocation,int)	wantedCount	2
org.mockito.internal.verification.checkers.AtLeastXNumberOfInvocationsChecker	checkAtLeastNumberOfInvocations(java.util.List,org.mockito.invocation.MatchableInvocation,int,org.mockito.internal.verification.api.InOrderContext)	wantedCount	2
org.mockito.internal.verification.AtLeast	AtLeast(int)	wantedNumberOfInvocations	0
org.mockito.internal.verification.SingleRegisteredInvocation	add(org.mockito.invocation.Invocation)	invocation	0
org.mockito.internal.verification.Only	verify(org.mockito.internal.verification.api.VerificationData)	data	0
org.mockito.internal.verification.VerificationDataImpl	VerificationDataImpl(org.mockito.internal.stubbing.InvocationContainerImpl,org.mockito.internal.invocation.InvocationMatcher)	invocations	0
org.mockito.internal.verification.VerificationDataImpl	VerificationDataImpl(org.mockito.internal.stubbing.InvocationContainerImpl,org.mockito.internal.invocation.InvocationMatcher)	wanted	1
org.mockito.internal.verification.InOrderWrapper	InOrderWrapper(org.mockito.internal.verification.api.VerificationInOrderMode,org.mockito.internal.InOrderImpl)	mode	0
org.mockito.internal.verification.InOrderWrapper	InOrderWrapper(org.mockito.internal.verification.api.VerificationInOrderMode,org.mockito.internal.InOrderImpl)	inOrder	1
org.mockito.internal.verification.InOrderWrapper	verify(org.mockito.internal.verification.api.VerificationData)	data	0
org.mockito.internal.util.collections.IdentitySet	contains(java.lang.Object)	o	0
org.mockito.internal.util.collections.IdentitySet	add(java.lang.Object)	o	0
org.mockito.internal.verification.DefaultRegisteredInvocations	add(org.mockito.invocation.Invocation)	invocation	0
org.mockito.internal.verification.VerificationEventImpl	VerificationEventImpl(java.lang.Object,org.mockito.verification.VerificationMode,org.mockito.internal.verification.api.VerificationData,java.lang.Throwable)	mode	1
org.mockito.internal.verification.VerificationEventImpl	VerificationEventImpl(java.lang.Object,org.mockito.verification.VerificationMode,org.mockito.internal.verification.api.VerificationData,java.lang.Throwable)	data	2
org.mockito.internal.verification.VerificationEventImpl	VerificationEventImpl(java.lang.Object,org.mockito.verification.VerificationMode,org.mockito.internal.verification.api.VerificationData,java.lang.Throwable)	cause	3
org.mockito.internal.verification.VerificationEventImpl	VerificationEventImpl(java.lang.Object,org.mockito.verification.VerificationMode,org.mockito.internal.verification.api.VerificationData,java.lang.Throwable)	mock	0
org.mockito.internal.hamcrest.HamcrestArgumentMatcher	HamcrestArgumentMatcher(org.hamcrest.Matcher)	matcher	0
org.mockito.internal.hamcrest.HamcrestArgumentMatcher	matches(java.lang.Object)	argument	0
org.mockito.internal.configuration.InjectingAnnotationEngine	processInjectMocks(java.lang.Class,java.lang.Object)	clazz	0
org.mockito.internal.configuration.InjectingAnnotationEngine	processIndependentAnnotations(java.lang.Class,java.lang.Object)	clazz	0
org.mockito.internal.configuration.InjectingAnnotationEngine	injectCloseableMocks(java.lang.Object)	testClassInstance	0
org.mockito.internal.configuration.injection.scanner.MockScanner	MockScanner(java.lang.Object,java.lang.Class)	instance	0
org.mockito.internal.configuration.injection.scanner.MockScanner	MockScanner(java.lang.Object,java.lang.Class)	clazz	1
org.mockito.internal.configuration.injection.scanner.MockScanner	addPreparedMocks(java.util.Set)	mocks	0
org.mockito.internal.configuration.injection.scanner.MockScanner	preparedMock(java.lang.Object,java.lang.reflect.Field)	instance	0
org.mockito.internal.configuration.injection.scanner.MockScanner	isAnnotatedByMockOrSpy(java.lang.reflect.Field)	field	0
org.mockito.internal.configuration.injection.scanner.InjectMocksScanner	InjectMocksScanner(java.lang.Class)	clazz	0
org.mockito.internal.configuration.injection.scanner.InjectMocksScanner	addTo(java.util.Set)	mockDependentFields	0
org.mockito.internal.configuration.injection.scanner.InjectMocksScanner	assertNoAnnotations(java.lang.reflect.Field,java.lang.Class[])	annotations	1
org.mockito.internal.configuration.injection.scanner.InjectMocksScanner	assertNoAnnotations(java.lang.reflect.Field,java.lang.Class[])	field	0
org.mockito.internal.configuration.injection.MockInjectionStrategy	thenTry(org.mockito.internal.configuration.injection.MockInjectionStrategy)	strategy	0
org.mockito.internal.util.reflection.SuperTypesLastSorter	sortSuperTypesLast(java.util.Collection)	unsortedFields	0
